year,stage_no,date,start,finish,distance_km,type
2008,11,2008-07-16,Lannemezan,Foix,167.5,Transition stage
2008,12,2008-07-17,Lavelanet,Narbonne,168.5,Flat stage
2008,13,2008-07-18,Narbonne,Nîmes,182.0,Flat stage
2008,14,2008-07-19,Nîmes,Digne-les-Bains,194.5,Flat stage
2008,15,2008-07-20,Embrun,Prato Nevoso (Italy),183.0,Mountain stage
2008,16,2008-07-22,Cuneo (Italy),Jausiers,157.0,Mountain stage
2008,17,2008-07-23,Embrun,Alpe d'Huez,210.5,Mountain stage
2008,18,2008-07-24,Bourg-d'Oisans,Saint-Étienne,196.5,Transition stage
2008,19,2008-07-25,Roanne,Montluçon,165.5,Flat stage
2008,20,2008-07-26,Cérilly,Saint-Amand-Montrond,53.0,Individual time trial
2008,21,2008-07-27,Étampes,Paris,143.0,Flat stage
2009,1,2009-07-04,Monaco,Monaco,15.5,Individual time trial
2009,2,2009-07-05,Monaco,Brignoles,187.0,Flat stage
2009,3,2009-07-06,Marseille,La Grande-Motte,196.5,Flat stage
2009,4,2009-07-07,Montpellier,Montpellier,39.0,Team time trial
2009,5,2009-07-08,Cap d'Agde,Perpignan,196.5,Flat stage
2009,6,2009-07-09,Girona (Spain),Barcelona (Spain),181.5,Flat stage
2009,7,2009-07-10,Barcelona,Andorra-Arcalis (Andorra),224.0,Mountain stage
2009,8,2009-07-11,Andorra la Vella,Saint-Girons,176.5,Mountain stage
2009,9,2009-07-12,Saint-Gaudens,Tarbes,160.5,Mountain stage
2009,10,2009-07-14,Limoges,Issoudun,194.5,Flat stage
2009,11,2009-07-15,Vatan,Saint-Fargeau,192.0,Flat stage
2009,12,2009-07-16,Tonnerre,Vittel,211.5,Flat stage
2009,13,2009-07-17,Vittel,Colmar,200.0,Medium mountain stage
2009,14,2009-07-18,Colmar,Besançon,199.0,Flat stage
2009,15,2009-07-19,Pontarlier,Verbier (Switzerland),207.5,Mountain Stage
2009,16,2009-07-21,Martigny (Switzerland),Bourg-Saint-Maurice,159.0,Mountain Stage
2009,17,2009-07-22,Bourg-Saint-Maurice,Le Grand-Bornand,169.5,Mountain Stage
2009,18,2009-07-23,Annecy,Annecy,40.5,Individual time trial
2009,19,2009-07-24,Bourgoin-Jallieu,Aubenas,178.0,Flat stage
2009,20,2009-07-25,Montélimar,Mont Ventoux,167.0,Mountain stage
2009,21,2009-07-26,Montereau-Fault-Yonne,Paris,164.0,Flat stage
2010,P,2010-07-03,Rotterdam (Netherlands),Rotterdam (Netherlands),8.9,Individual time trial
2010,1,2010-07-04,Rotterdam,Brussels (Belgium),223.5,Flat stage
2010,2,2010-07-05,Brussels,Spa (Belgium),201.0,Flat stage
2010,3,2010-07-06,Wanze (Belgium),Arenberg Porte du Hainaut,213.0,Flat cobblestone stage
2010,4,2010-07-07,Cambrai,Reims,153.5,Flat stage
2010,5,2010-07-08,Épernay,Montargis,187.5,Flat stage
2010,6,2010-07-09,Montargis,Gueugnon,227.5,Flat stage
2010,7,2010-07-10,Tournus,Station des Rousses,165.5,Medium mountain stage
2010,8,2010-07-11,Station des Rousses,Morzine-Avoriaz,189.0,Mountain stage
2010,9,2010-07-13,Morzine-Avoriaz,Saint-Jean-de-Maurienne,204.5,Mountain stage
2010,10,2010-07-14,Chambéry,Gap,179.0,Medium mountain stage
2010,11,2010-07-15,Sisteron,Bourg-lès-Valence,184.5,Flat stage
2010,12,2010-07-16,Bourg-de-Péage,Mende,210.5,Medium mountain stage
2010,13,2010-07-17,Rodez,Revel,196.0,Flat stage
2010,14,2010-07-18,Revel,Ax 3 Domaines,184.5,Mountain stage
2010,15,2010-07-19,Pamiers,Bagnères-de-Luchon,187.5,Mountain stage
2010,16,2010-07-20,Bagnères-de-Luchon,Pau,199.5,Mountain stage
2010,17,2010-07-22,Pau,Col du Tourmalet,174.0,Mountain stage
2010,18,2010-07-23,Salies-de-Béarn,Bordeaux,198.0,Flat stage
2010,19,2010-07-24,Bordeaux,Pauillac,52.0,Individual time trial
2010,20,2010-07-25,Longjumeau,Paris,102.5,Flat stage
2011,1,2011-07-02,Passage du Gois,Mont des Alouettes,191.5,Flat stage
2011,2,2011-07-03,Les Essarts,Les Essarts,23.0,Team time trial
2011,3,2011-07-04,Olonne-sur-Mer,Redon,198.0,Flat stage
2011,4,2011-07-05,Lorient,Mûr-de-Bretagne,172.5,Flat stage
2011,5,2011-07-06,Carhaix,Cap Fréhel,164.5,Flat stage
2011,6,2011-07-07,Dinan,Lisieux,226.5,Flat stage
2011,7,2011-07-08,Le Mans,Châteauroux,218.0,Flat stage
2011,8,2011-07-09,Aigurande,Super Besse,189.0,Medium mountain stage
2011,9,2011-07-10,Issoire,Saint-Flour,208.0,Medium mountain stage
2011,10,2011-07-12,Aurillac,Carmaux,158.0,Flat stage
2011,11,2011-07-13,Blaye-les-Mines,Lavaur,167.5,Flat stage
2011,12,2011-07-14,Cugnaux,Luz Ardiden,211.0,High mountain stage
2011,13,2011-07-15,Pau,Lourdes,152.5,High mountain stage
2011,14,2011-07-16,Saint-Gaudens,Plateau de Beille,168.5,High mountain stage
2011,15,2011-07-17,Limoux,Montpellier,192.5,Flat stage
2011,16,2011-07-19,Saint-Paul-Trois-Châteaux,Gap,162.5,Medium mountain stage
2011,17,2011-07-20,Gap,Pinerolo (Italy),179.0,High mountain stage
2011,18,2011-07-21,Pinerolo (Italy),Col du Galibier,200.5,High mountain stage
2011,19,2011-07-22,Modane,Alpe d'Huez,109.5,High mountain stage
2011,20,2011-07-23,Grenoble,Grenoble,42.5,Individual time trial
2011,21,2011-07-24,Créteil,Paris,95.0,Flat stage
2012,P,2012-06-30,Liège (Belgium),Liège (Belgium),6.4,Individual time trial
2012,1,2012-07-01,Liège (Belgium),Seraing (Belgium),198.0,Flat stage
2012,2,2012-07-02,Visé (Belgium),Tournai (Belgium),207.5,Flat stage
2012,3,2012-07-03,Orchies,Boulogne-sur-Mer,197.0,Medium mountain stage
2012,4,2012-07-04,Abbeville,Rouen,214.5,Flat stage
2012,5,2012-07-05,Rouen,Saint-Quentin,196.5,Flat stage
2012,6,2012-07-06,Épernay,Metz,205.0,Flat stage
2012,7,2012-07-07,Tomblaine,La Planche des Belles Filles,199.0,Medium mountain stage
2012,8,2012-07-08,Belfort,Porrentruy (Switzerland),157.5,Medium mountain stage
2012,9,2012-07-09,Arc-et-Senans,Besançon,41.5,Individual time trial
2012,10,2012-07-11,Mâcon,Bellegarde-sur-Valserine,194.5,High mountain stage
2012,11,2012-07-12,Albertville,La Toussuire-Les Sybelles,148.0,High mountain stage
2012,12,2012-07-13,Saint-Jean-de-Maurienne,Annonay-Davézieux,226.0,Medium mountain stage
2012,13,2012-07-14,Saint-Paul-Trois-Châteaux,Cap d'Agde,217.0,Flat stage
2012,14,2012-07-15,Limoux,Foix,191.0,High mountain stage
2012,15,2012-07-16,Samatan,Pau,158.5,Flat stage
2012,16,2012-07-18,Pau,Bagnères-de-Luchon,197.0,High mountain stage
2012,17,2012-07-19,Bagnères-de-Luchon,Peyragudes,143.5,High mountain stage
2012,18,2012-07-20,Blagnac,Brive-la-Gaillarde,222.5,Flat stage
2012,19,2012-07-21,Bonneval,Chartres,53.5,Individual time trial
2012,20,2012-07-22,Rambouillet,Paris,120.0,Flat stage
2013,1,2013-06-29,Porto-Vecchio,Bastia,213.0,Flat stage
2013,2,2013-06-30,Bastia,Ajaccio,156.0,Medium mountain stage
2013,3,2013-07-01,Ajaccio,Calvi,145.5,Medium mountain stage
2013,4,2013-07-02,Nice,Nice,25.0,Team time trial
2013,5,2013-07-03,Cagnes-sur-Mer,Marseille,228.5,Flat stage
2013,6,2013-07-04,Aix-en-Provence,Montpellier,176.5,Flat stage
2013,7,2013-07-05,Montpellier,Albi,205.5,Flat stage
2013,8,2013-07-06,Castres,Ax 3 Domaines,195.0,High mountain stage
2013,9,2013-07-07,Saint-Girons,Bagnères-de-Bigorre,168.5,High mountain stage
2013,10,2013-07-09,Saint-Gildas-des-Bois,Saint-Malo,197.0,Flat stage
2013,11,2013-07-10,Avranches,Mont Saint-Michel,33.0,Individual time trial
2013,12,2013-07-11,Fougères,Tours,218.0,Flat stage
2013,13,2013-07-12,Tours,Saint-Amand-Montrond,173.0,Flat stage
2013,14,2013-07-13,Saint-Pourçain-sur-Sioule,Lyon,191.0,Medium mountain stage
2013,15,2013-07-14,Givors,Mont Ventoux,242.5,High mountain stage
2013,16,2013-07-16,Vaison-la-Romaine,Gap,168.0,High mountain stage
2013,17,2013-07-17,Embrun,Chorges,32.0,Individual time trial
2013,18,2013-07-18,Gap,Alpe d'Huez,172.5,High mountain stage
2013,19,2013-07-19,Le Bourg-d'Oisans,Le Grand-Bornand,204.5,High mountain stage
2013,20,2013-07-20,Annecy,Semnoz,125.0,High mountain stage
2013,21,2013-07-21,Versailles,Paris,133.5,Flat stage
2014,1,2014-07-05,Leeds,Harrogate (United Kingdom),190.5,Flat stage
2014,2,2014-07-06,York,Sheffield (United Kingdom),201.0,Medium mountain stage
2014,3,2014-07-07,Cambridge,London (United Kingdom),155.0,Flat stage
2014,4,2014-07-08,Le Touquet-Paris-Plage,Lille Metropole,163.5,Flat stage
2014,5,2014-07-09,Ypres (Belgium),Arenberg Porte du Hainaut,152.5,Medium mountain stage
2014,6,2014-07-10,Arras,Reims,194.0,Flat stage
2014,7,2014-07-11,Épernay,Nancy,234.5,Flat stage
2014,8,2014-07-12,Tomblaine,Gérardmer La Mauselaine,161.0,Medium mountain stage
2014,9,2014-07-13,Gérardmer,Mulhouse,170.0,Medium mountain stage
2014,10,2014-07-14,Mulhouse,La Planche des Belles Filles,161.5,High mountain stage
2014,11,2014-07-16,Besançon,Oyonnax,187.5,Medium mountain stage
2014,12,2014-07-17,Bourg-en-Bresse,Saint-Étienne,185.5,Flat stage
2014,13,2014-07-18,Saint-Étienne,Chamrousse,197.5,High mountain stage
2014,14,2014-07-19,Grenoble,Risoul,177.0,High mountain stage
2014,15,2014-07-20,Tallard,Nîmes,222.0,Flat stage
2014,16,2014-07-22,Carcassonne,Bagnères-de-Luchon,237.5,High mountain stage
2014,17,2014-07-23,Saint-Gaudens,Saint-Lary Pla d’Adet,124.5,High mountain stage
2014,18,2014-07-24,Pau,Hautacam,145.5,High mountain stage
2014,19,2014-07-25,Maubourguet Pays du Val d’Adour,Bergerac,208.5,Flat stage
2014,20,2014-07-26,Bergerac,Périgueux,54.0,Individual time trial
2014,21,2014-07-27,Évry,Paris,137.5,Flat stage
2015,1,2015-07-04,Utrecht (Netherlands),Utrecht (Netherlands),13.8,Individual time trial
2015,2,2015-07-05,Utrecht (Netherlands),Zeeland (Netherlands),166.0,Flat stage
2015,3,2015-07-06,Antwerp (Belgium),Huy (Belgium),159.5,Medium mountain stage
2015,4,2015-07-07,Seraing (Belgium),Cambrai,223.5,Medium mountain stage
2015,5,2015-07-08,Arras,Amiens,189.5,Flat stage
2015,6,2015-07-09,Abbeville,Le Havre,191.5,Flat stage
2015,7,2015-07-10,Livarot,Fougères,190.5,Flat stage
2015,8,2015-07-11,Rennes,Mûr-de-Bretagne,181.5,Medium mountain stage
2015,9,2015-07-12,Vannes,Plumelec,28.0,Team time trial
2015,10,2015-07-14,Tarbes,La Pierre Saint-Martin,167.0,Medium mountain stage
2015,11,2015-07-15,Pau,Cauterets,188.0,High mountain stage
2015,12,2015-07-16,Lannemezan,Plateau de Beille,195.0,High mountain stage
2015,13,2015-07-17,Muret,Rodez,198.5,Medium mountain stage
2015,14,2015-07-18,Rodez,Mende,178.5,Medium mountain stage
2015,15,2015-07-19,Mende,Valence,183.0,Flat stage
2015,16,2015-07-20,Bourg-de-Péage,Gap,201.0,Medium mountain stage
2015,17,2015-07-22,Digne-les-Bains,Pra-Loup,161.0,High mountain stage
2015,18,2015-07-23,Gap,Saint-Jean-de-Maurienne,186.5,High mountain stage
2015,19,2015-07-24,Saint-Jean-de-Maurienne,La Toussuire – Les Sybelles,138.0,High mountain stage
2015,20,2015-07-25,Modane,Alpe d'Huez,110.5,High mountain stage
2015,21,2015-07-26,Sèvres,Paris,109.5,Flat stage
2016,1,2016-07-02,Mont Saint-Michel,Utah Beach,188.0,Flat stage
2016,2,2016-07-03,Saint-Lô,Cherbourg-en-Cotentin,183.0,Flat stage
2016,3,2016-07-04,Granville,Angers,223.5,Flat stage
2016,4,2016-07-05,Saumur,Limoges,237.5,Flat stage
2016,5,2016-07-06,Limoges,Le Lioran,216.0,Medium mountain stage
2016,6,2016-07-07,Arpajon-sur-Cère,Montauban,190.5,Flat stage
2016,7,2016-07-08,L'Isle-Jourdain,Lac de Payolle,162.5,Medium mountain stage
2016,8,2016-07-09,Pau,Bagnères-de-Luchon,184.0,High mountain stage
2016,9,2016-07-10,Vielha Val d'Aran (Spain),Andorra-Arcalis (Andorra),184.5,High mountain stage
2016,10,2016-07-12,Escaldes-Engordany (Andorra),Revel,197.0,Medium mountain stage
2016,11,2016-07-13,Carcassonne,Montpellier,162.5,Flat stage
2016,12,2016-07-14,Montpellier,Chalet Reynard,178.0,High mountain stage
2016,13,2016-07-15,Bourg-Saint-Andéol,La Caverne du Pont-d'Arc,37.5,Individual time trial
2016,14,2016-07-16,Montélimar,Villars-les-Dombes,208.5,Flat stage
2016,15,2016-07-17,Bourg-en-Bresse,Culoz,160.0,High mountain stage
2016,16,2016-07-18,Moirans-en-Montagne,Bern (Switzerland),209.0,Flat stage
2016,17,2016-07-20,Bern (Switzerland),Finhaut–Émosson (Switzerland),184.5,High mountain stage
2016,18,2016-07-21,Sallanches,Megève,17.0,Mountain time trial
2016,19,2016-07-22,Albertville,Saint Gervais-les-Bains,146.0,High mountain stage
2016,20,2016-07-23,Megève,Morzine,146.5,High mountain stage
2016,21,2016-07-24,Chantilly,Paris,113.0,Flat stage
2017,1,2017-07-01,Düsseldorf (Germany),Düsseldorf (Germany),14.0,Individual time trial
2017,2,2017-07-02,Düsseldorf (Germany),Liège (Belgium),203.5,Flat stage
2017,3,2017-07-03,Verviers (Belgium),Longwy,212.5,Medium mountain stage
2017,4,2017-07-04,Mondorf-les-Bains (Luxembourg),Vittel,207.5,Flat stage
2017,5,2017-07-05,Vittel,La Planche des Belles Filles,160.5,Medium mountain stage
2017,6,2017-07-06,Vesoul,Troyes,216.0,Flat stage
2017,7,2017-07-07,Troyes,Nuits-Saint-Georges,213.5,Flat stage
2017,8,2017-07-08,Dole,Station des Rousses,187.5,Medium mountain stage
2017,9,2017-07-09,Nantua,Chambéry,181.5,High mountain stage
2017,10,2017-07-11,Périgueux,Bergerac,178.0,Flat stage
2017,11,2017-07-12,Eymet,Pau,203.5,Flat stage
2017,12,2017-07-13,Pau,Peyragudes,214.5,High mountain stage
2017,13,2017-07-14,Saint-Girons,Foix,101.0,High mountain stage
2017,14,2017-07-15,Blagnac,Rodez,181.5,Medium mountain stage
2017,15,2017-07-16,Laissac-Sévérac-l'Église,Le Puy-en-Velay,189.5,Medium mountain stage
2017,16,2017-07-18,Le Puy-en-Velay,Romans-sur-Isère,165.0,Medium mountain stage
2017,17,2017-07-19,La Mure,Serre Chevalier,183.0,High mountain stage
2017,18,2017-07-20,Briançon,Col d'Izoard,179.5,High mountain stage
2017,19,2017-07-21,Embrun,Salon-de-Provence,222.5,Flat stage
2017,20,2017-07-22,Marseille,Marseille,22.5,Individual time trial
2017,21,2017-07-23,Montgeron,Paris,103.0,Flat stage
2018,1,2018-07-07,Noirmoutier-en-l'Île,Fontenay-le-Comte,201.0,
2018,2,2018-07-08,Mouilleron-Saint-Germain,La Roche-sur-Yon,182.5,
2018,3,2018-07-09,Cholet,Cholet,35.5,
2018,4,2018-07-10,La Baule,Sarzeau,195.0,
2018,5,2018-07-11,Lorient,Quimper,204.5,
2018,6,2018-07-12,Brest,Mûr-de-Bretagne,181.0,
2018,7,2018-07-13,Fougères,Chartres,231.0,
2018,8,2018-07-14,Dreux,Amiens,181.0,
2018,9,2018-07-15,Arras,Roubaix,156.5,
2018,10,2018-07-17,Annecy,Le Grand-Bornand,158.5,
2018,11,2018-07-18,Albertville,La Rosière,108.5,
2018,12,2018-07-19,Bourg-Saint-Maurice,Alpe d'Huez,175.5,
2018,13,2018-07-20,Le Bourg-d'Oisans,Valence,169.5,
2018,14,2018-07-21,Saint-Paul-Trois-Châteaux,Mende,188.0,
2018,15,2018-07-22,Millau,Carcassonne,181.5,
2018,16,2018-07-24,Carcassonne,Bagnères-de-Luchon,218.0,
2018,17,2018-07-25,Bagnères-de-Luchon,Saint-Lary-Soulan,65.0,
2018,18,2018-07-26,Trie-sur-Baïse,Pau,171.0,
2018,19,2018-07-27,Lourdes,Laruns,200.5,
2018,20,2018-07-28,Saint-Pée-sur-Nivelle,Espelette,31.0,
2018,21,2018-07-29,Houilles,Paris,116.0,
2019,1,2019-07-06,Brussels (Belgium),Brussels (Belgium) via Charleroi (Belgium),194.5,Flat stage
2019,2,2019-07-07,Brussels-Royal Palace (Belgium),Brussels-Atomium (Belgium),27.6,Team time trial
2019,3,2019-07-08,Binche (Belgium),Épernay,215.0,Hilly stage
2019,4,2019-07-09,Reims,Nancy,213.5,Flat stage
2019,5,2019-07-10,Saint-Dié-des-Vosges,Colmar,175.5,Hilly stage
2019,6,2019-07-11,Mulhouse,La Planche des Belles Filles,160.5,Mountain stage
2019,7,2019-07-12,Belfort,Chalon-sur-Saône,230.0,Flat stage
2019,8,2019-07-13,Mâcon,Saint-Étienne,200.0,Hilly stage
2019,9,2019-07-14,Saint-Étienne,Brioude,170.5,Hilly stage
2019,10,2019-07-15,Saint-Flour,Albi,217.5,Flat stage
2019,11,2019-07-17,Albi,Toulouse,167.0,Flat stage
2019,12,2019-07-18,Toulouse,Bagnères-de-Bigorre,209.5,Mountain stage
2019,13,2019-07-19,Pau,Pau,27.2,Individual time trial
2019,14,2019-07-20,Tarbes,Col du Tourmalet,111.0,Mountain stage
2019,15,2019-07-21,Limoux,Foix Prat d'Albis,185.0,Mountain stage
2019,16,2019-07-23,Nîmes,Nîmes,177.0,Flat stage
2019,17,2019-07-24,Pont du Gard,Gap,200.0,Hilly stage
2019,18,2019-07-25,Embrun,Valloire,208.0,Mountain stage
2019,19,2019-07-26,Saint-Jean-de-Maurienne,Col de l'Iseran,89.0,Mountain stage
2019,20,2019-07-27,Albertville,Val Thorens,59.5,Mountain stage
2019,21,2019-07-28,Rambouillet,Paris,128.0,Flat stage
2020,1,2020-08-29,Nice,Nice,156.0,Flat stage
2020,2,2020-08-30,Nice,Nice,186.0,Medium mountain stage
2020,3,2020-08-31,Nice,Sisteron,198.0,Flat stage
2020,4,2020-09-01,Sisteron,Orcières-Merlette,160.5,Hilly stage
2020,5,2020-09-02,Gap,Privas,183.0,Flat stage
2020,6,2020-09-03,Le Teil,Mont Aigoual,191.0,Hilly stage
2020,7,2020-09-04,Millau,Lavaur,168.0,Flat stage
2020,8,2020-09-05,Cazères,Loudenvielle,141.0,Mountain stage
2020,9,2020-09-06,Pau,Laruns,153.0,Mountain stage
2020,10,2020-09-08,Île d'Oléron,Île de Ré,168.5,Flat stage
2020,11,2020-09-09,Châtelaillon-Plage,Poitiers,167.0,Flat stage
2020,12,2020-09-10,Chauvigny,Sarran,218.0,Hilly stage
2020,13,2020-09-11,Châtel-Guyon,Puy Mary,191.5,Medium mountain stage
2020,14,2020-09-12,Clermont-Ferrand,Lyon,194.0,Hilly stage
2020,15,2020-09-13,Lyon,Grand Colombier,174.5,Mountain stage
2020,16,2020-09-15,La Tour-du-Pin,Villard-de-Lans,164.0,Mountain stage
2020,17,2020-09-16,Grenoble,Méribel,170.0,Mountain stage
2020,18,2020-09-17,Méribel,La Roche-sur-Foron,175.0,Mountain stage
2020,19,2020-09-18,Bourg-en-Bresse,Champagnole,166.5,Flat stage
2020,20,2020-09-19,Lure,La Planche des Belles Filles,36.2,Mountain time trial
2020,21,2020-09-20,Mantes-la-Jolie,Paris,122.0,Flat stage
2021,1,2021-06-26,Brest,Landerneau,197.8,Hilly stage
2021,2,2021-06-27,Perros-Guirec,Mûr-de-Bretagne,183.5,Medium-mountain stage
2021,3,2021-06-28,Lorient,Pontivy,182.9,Flat stage
2021,4,2021-06-29,Redon,Fougères,150.4,Flat stage
2021,5,2021-06-30,Changé,Laval,27.2,Individual time trial
2021,6,2021-07-01,Tours,Châteauroux,160.6,Flat stage
2021,7,2021-07-02,Vierzon,Le Creusot,249.1,Medium-mountain stage
2021,8,2021-07-03,Oyonnax,Le Grand-Bornand,150.8,Mountain stage
2021,9,2021-07-04,Cluses,Tignes,144.9,Mountain stage
2021,10,2021-07-06,Albertville,Valence,190.7,Flat stage
2021,11,2021-07-07,Sorgues,Malaucène,198.9,Mountain stage
2021,12,2021-07-08,Saint-Paul-Trois-Châteaux,Nîmes,159.4,Flat stage
2021,13,2021-07-09,Nîmes,Carcassonne,219.9,Flat stage
2021,14,2021-07-10,Carcassonne,Quillan,183.7,Medium-mountain stage
2021,15,2021-07-11,Céret,Andorra la Vella (Andorra),191.3,Mountain stage
2021,16,2021-07-13,El Pas de la Casa (Andorra),Saint-Gaudens,169.0,Medium-mountain stage
2021,17,2021-07-14,Muret,Saint-Lary-Soulan,178.4,Mountain stage
2021,18,2021-07-15,Pau,Luz Ardiden,129.7,Mountain stage
2021,19,2021-07-16,Mourenx,Libourne,207.0,Flat stage
2021,20,2021-07-17,Libourne,Saint-Émilion,30.8,Individual time trial
2021,21,2021-07-18,Chatou,Paris,108.4,Flat stage
2022,1,2022-07-01,Copenhagen (Denmark),Copenhagen (Denmark),13.2,Individual time trial
2022,2,2022-07-02,Roskilde,Nyborg (Denmark),202.5,Flat stage
2022,3,2022-07-03,Vejle,Sønderborg (Denmark),182.0,Flat stage
2022,4,2022-07-05,Dunkirk,Calais,171.5,Hilly stage
2022,5,2022-07-06,Lille,Arenberg,157.0,Hilly stage
2022,6,2022-07-07,Binche (Belgium),Longwy,220.0,Hilly stage
2022,7,2022-07-08,Tomblaine,La Super Planche des Belles Filles,176.5,Medium-mountain stage
2022,8,2022-07-09,Dole,Lausanne (Switzerland),186.5,Hilly stage
2022,9,2022-07-10,Aigle (Switzerland),Châtel,193.0,Mountain stage
2022,10,2022-07-12,Morzine,Megève,148.5,Medium-mountain stage
2022,11,2022-07-13,Albertville,Col du Granon,152.0,Mountain stage
2022,12,2022-07-14,Briançon,Alpe d'Huez,165.5,Mountain stage
2022,13,2022-07-15,Le Bourg-d'Oisans,Saint-Étienne,193.0,Flat stage
2022,14,2022-07-16,Saint-Étienne,Mende,192.5,Medium-mountain stage
2022,15,2022-07-17,Rodez,Carcassonne,202.5,Flat stage
2022,16,2022-07-19,Carcassonne,Foix,178.5,Mountain stage
2022,17,2022-07-20,Saint-Gaudens,Peyragudes,130.0,Mountain stage
2022,18,2022-07-21,Lourdes,Hautacam,143.5,Mountain stage
2022,19,2022-07-22,Castelnau-Magnoac,Cahors,188.5,Flat stage
2022,20,2022-07-23,Lacapelle-Marival,Rocamadour,40.7,Individual time trial
2022,21,2022-07-24,Paris La Défense Arena,Paris,116.0,Flat stage
2023,1,2023-07-01,Bilbao (Spain),Bilbao (Spain),182.0,Medium-mountain stage
2023,2,2023-07-02,Vitoria-Gasteiz,San Sebastián (Spain),209.0,Medium-mountain stage
2023,3,2023-07-03,Amorebieta-Etxano (Spain),Bayonne,193.5,Flat stage
2023,4,2023-07-04,Dax,Nogaro,182.0,Flat stage
2023,5,2023-07-05,Pau,Laruns,163.0,Mountain stage
2023,6,2023-07-06,Tarbes,Cauterets,145.0,Mountain stage
2023,7,2023-07-07,Mont-de-Marsan,Bordeaux,170.0,Flat stage
2023,8,2023-07-08,Libourne,Limoges,201.0,Hilly stage
2023,9,2023-07-09,Saint-Léonard-de-Noblat,Puy de Dôme,182.5,Mountain stage
2023,10,2023-07-11,Vulcania,Issoire,167.5,Medium-mountain stage
2023,11,2023-07-12,Clermont-Ferrand,Moulins,180.0,Flat stage
2023,12,2023-07-13,Roanne,Belleville-en-Beaujolais,169.0,Medium-mountain stage
2023,13,2023-07-14,Châtillon-sur-Chalaronne,Grand Colombier,138.0,Mountain stage
2023,14,2023-07-15,Annemasse,Morzine,152.0,Mountain stage
2023,15,2023-07-16,Les Gets,Saint-Gervais-les-Bains,179.0,Mountain stage
2023,16,2023-07-18,Passy,Combloux,22.4,Individual time trial
2023,17,2023-07-19,Saint-Gervais-les-Bains,Courchevel,166.0,Mountain stage
2023,18,2023-07-20,Moûtiers,Bourg-en-Bresse,185.0,Flat stage
2023,19,2023-07-21,Moirans-en-Montagne,Poligny,173.0,Medium-mountain stage
2023,20,2023-07-22,Belfort,Le Markstein,133.5,Mountain stage
2023,21,2023-07-23,Saint-Quentin-en-Yvelines,Paris,115.0,Flat stage
2024,1,2024-06-29,Florence (Italy),Rimini (Italy),206.0,Hilly stage
2024,2,2024-06-30,Cesenatico (Italy),Bologna (Italy),199.2,Hilly stage
2024,3,2024-07-01,Piacenza (Italy),Turin (Italy),230.8,Flat stage
2024,4,2024-07-02,Pinerolo (Italy),Valloire,139.6,Mountain stage
2024,5,2024-07-03,Saint-Jean-de-Maurienne,Saint-Vulbas,177.4,Flat stage
2024,6,2024-07-04,Mâcon,Dijon,163.5,Flat stage
2024,7,2024-07-05,Nuits-Saint-Georges,Gevrey-Chambertin,25.3,Individual time trial
2024,8,2024-07-06,Semur-en-Auxois,Colombey-les-Deux-Églises,183.4,Flat stage
2024,9,2024-07-07,Troyes,Troyes,199.0,Hilly stage
2024,10,2024-07-09,Orléans,Saint-Amand-Montrond,187.3,Flat stage
2024,11,2024-07-10,Évaux-les-Bains,Le Lioran,211.0,Mountain stage
2024,12,2024-07-11,Aurillac,Villeneuve-sur-Lot,203.6,Flat stage
2024,13,2024-07-12,Agen,Pau,165.3,Flat stage
2024,14,2024-07-13,Pau,Saint-Lary-Soulan,151.9,Mountain stage
2024,15,2024-07-14,Loudenvielle,Plateau de Beille,197.7,Mountain stage
2024,16,2024-07-16,Gruissan,Nîmes,188.6,Flat stage
2024,17,2024-07-17,Saint-Paul-Trois-Châteaux,SuperDévoluy,177.8,Mountain stage
2024,18,2024-07-18,Gap,Barcelonnette,179.5,Hilly stage
2024,19,2024-07-19,Embrun,Isola 2000,144.6,Mountain stage
2024,20,2024-07-20,Nice,Col de la Couillole,132.8,Mountain stage
2024,21,2024-07-21,Monaco,Nice,33.7,Individual time trial
2025,1,2025-07-05,Lille,Lille,184.9,Flat stage
2025,2,2025-07-06,Lauwin-Planque,Boulogne-sur-Mer,209.1,Hilly stage
2025,3,2025-07-07,Valenciennes,Dunkirk,178.3,Flat stage
2025,4,2025-07-08,Amiens,Rouen,174.2,Hilly stage
2025,5,2025-07-09,Caen,Caen,33.0,Individual time trial
2025,6,2025-07-10,Bayeux,Vire Normandie,201.5,Hilly stage
2025,7,2025-07-11,Saint-Malo,Guerlédan,197.0,Hilly stage
2025,8,2025-07-12,Saint-Méen-le-Grand,Laval,171.4,Flat stage
2025,9,2025-07-13,Chinon,Châteauroux,174.1,Flat stage
2025,10,2025-07-14,Ennezat,Mont-Dore,165.3,Mountain stage
2025,11,2025-07-16,Toulouse,Toulouse,156.8,Flat stage
2025,12,2025-07-17,Auch,Hautacam,180.6,Mountain stage
2025,13,2025-07-18,Loudenvielle,Peyragudes,10.9,Mountain time trial
2025,14,2025-07-19,Pau,Superbagnères,182.6,Mountain stage
2025,15,2025-07-20,Muret,Carcassonne,169.3,Hilly stage
2025,16,2025-07-22,Montpellier,Mont Ventoux,171.5,Mountain stage
2025,17,2025-07-23,Bollène,Valence,160.4,Flat stage
2025,18,2025-07-24,Vif,Courchevel,171.5,Mountain stage
2025,19,2025-07-25,Albertville,La Plagne,93.1,Mountain stage
2025,20,2025-07-26,Nantua,Pontarlier,184.2,Hilly stage
